volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,自然／第 1 冊／地球在太空中／太陽系家族 ／【題目卷】 金星地表溫度高達攝氏453度，請問其主要因素為何？,金星離太陽很近,金星本身會像太陽一樣發出熱,金星原本的溫度尚未降低,金星上有很厚的大氣層,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,太陽系當中，溫差最大的現象發生在那個星體上？,水星,地球,火星,土星,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,一般而言畫圖著色都是將太陽塗為黃色或紅色，而北極星都以白色為代表，請問這在天文上有何意 義？,太陽表面溫度較低，北極星表面溫度較高,太陽比較大，北極星比較小,太陽比較近，北極星比較遠,太陽光為黃色，北極星所發出的光為白色,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,太空碎粒和固體塊落於地表稱為隕石，若與大氣摩擦而燃燒則稱為流星，據此判斷在月球上會出現下列 何者？,流星及隕石皆有,流星及隕石皆無,只有流星,只有隕石,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,下列敘述何者正確？,地球與太陽的平均距離稱為一光年,從太陽到太陽系邊緣約60億公里,金星一天的長度及季節變化都和地球近似,太陽系中最大的衛星繞著土星轉,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,下列何者為太陽的主要成分？,金屬,岩石,氣體,冰,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,離地球最近的行星是哪一顆？,太陽,水星,金星,火星,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,八大行星當中，密度最大的星體為何？,水星,地球,木星,天王星,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,關於太陽系八大行星的介紹，下列何者正確？,太陽系中靠近太陽的第二顆行星是水球,溫室效應最明顯的是金星,體積最大的是土星,最亮的是火星,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,下列何者屬於太陽系的成員？,牛郎星,織女星,哈雷彗星,天狼星,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,夜空中最明亮的行星為,水星,金星,火星,木星,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,下列何者不屬於類地行星？,土星,水星,金星,火星,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,太陽系中體積最大的行星是下列何者？,土星,木星,地球,金星,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,太陽系家族,自然第一冊_地球在太空中_太陽系家族,九大行星中，體積、質量最大的是,火星,土星,木星,天王星,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,太陽系家族 | 自然第一冊_地球在太空中_太陽系家族,第一冊,地球在太空中,太陽系家族
第一冊,地球在太空中,星河浩瀚,自然第一冊_地球在太空中_星河浩瀚,自然／第 1 冊／地球在太空中／星河浩瀚 ／【題目卷】 下列哪一種天體在天空的運轉軌跡不是西向東,太陽,月亮,流星,彗星,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,星河浩瀚 | 自然第一冊_地球在太空中_星河浩瀚,第一冊,地球在太空中,星河浩瀚
第一冊,地球在太空中,星河浩瀚,自然第一冊_地球在太空中_星河浩瀚,下列何項敘述有誤,宇宙中沒有星星的地方是真空狀態,宇宙中有許多星系,在地球上看不到其他星系,星系有許多不同的形狀,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,星河浩瀚 | 自然第一冊_地球在太空中_星河浩瀚,第一冊,地球在太空中,星河浩瀚
