volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,圖(十四)中甲、乙、丙、丁哪兩位同學的發言符合《會議規範》的規定？【107會考】,甲、丁,乙、丙,甲、丙,乙、丁,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,全班共有38位學生的一年孝班，請問需要有多少人出席會議，主席才能宣布開會，亦即會議決議才生效 力？,10人,16人,19人,不限,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,學生自治的前提，是要遵守政府的法令和學校的規範，因此，並非所有議題皆可由學生自治來決定。請 問：下列哪一件事可以透過學生自治來決定？,上課的時間,成績評定,獎懲的標準,班徽的圖案,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,一年六班召開班會時，大家熱烈地討論班上的班級生活公約。請問這是屬於學生自治中的哪一個步 驟？,選舉班級幹部,成立自治組織,訂定自治規則,推展各項自治事務,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,會議當中，若有發言人之發言超出所討論的議題範圍，出席人得要求主席糾正，這是屬於會議中的哪一 個程序？,否決,權宜問題,臨時動議,秩序問題,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,有關會議的進行程序，可以參考哪些書籍？(甲)憲法(乙)會議規範(丙)議事規則(丁)國民生活須知。,甲丁,乙丙,丙丁,甲乙,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,在民主的社會中，我們應遵循什麼原則來追求最大共識以決定事情？,少數服從多數,命運天注定,大聲才會贏,為追求效率，不需要經過討論,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,成功國中的同學組織了一個代表所有同學的學生會。請問這是學生自治的哪一個步驟？,擬定自治規則,成立自治組織,推展自治事務,申請合法團體,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,為了培養班上的閱讀風氣，學藝股長在班會課提出設置『圖書角』的提案。請問：依學生自治精神，此 一提案須經何種步驟才能實行？,徵求導師的同意即可,報請學校批准後實施,經班會討論表決通過,製作同意書徵求家長同意,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
第一冊,個人成長與群體,92課綱-學校生活,社會第一冊_個人成長與群體_92課綱-學校生活,「學生自治」可以決定下列哪些事務？(甲)學校的上下課時間 (乙)校長、教師的聘用(丙)班級生活公 約(丁)話劇比賽的表演內容,甲乙,甲丙,乙丁,丙丁,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,92課綱-學校生活 | 社會第一冊_個人成長與群體_92課綱-學校生活,第一冊,個人成長與群體,92課綱-學校生活
